id,internal_reputation_score,endomarketing_engagement,benefit_satisfaction_index,employer_brand_sentiment,market_competitiveness_ratio,would_recommend_company,career_growth_perception
EMP-10093,10,10.0,8.004688440559551,Neutral,0.9366613887366564,0,2
EMP-10094,7,6.535028509260267,4.435333200300908,Neutral,0.8057443054401296,1,3
EMP-10095,10,8.94701135952963,5.506162327651875,Neutral,1.044801356845999,1,4
EMP-10096,9,8.177556974836016,5.895742153588285,Positive,1.1221745315589924,1,5
EMP-10097,7,8.409485883012431,3.319297297392149,Positive,1.070542772489194,0,5
EMP-10098,9,6.564072875638098,9.160328375395773,Neutral,1.0987388725365699,1,1
EMP-10099,8,4.914224671784941,5.937380481126667,Negative,1.0962395449295044,0,1
EMP-10100,2,7.467897753136203,4.287078178825643,Positive,0.9598722297065106,1,1
EMP-10101,1,7.474079795908056,7.296912991917541,Positive,0.9304042903661893,1,1
EMP-10102,7,6.062967138472068,5.406551974012967,Positive,0.8992662922930402,0,4
EMP-10103,7,8.876914787343168,6.1175519018429085,Neutral,0.9989657396154613,1,5
EMP-10104,8,7.422705842720339,8.817710616335745,Positive,0.7546249254386118,0,4
EMP-10105,5,6.286391007086322,4.917613034898756,Neutral,0.8267497950579823,1,1
EMP-10106,3,8.377607016576121,8.285569985971977,Neutral,1.1992762255335088,1,2
EMP-10107,8,8.417430001669064,5.315605731557483,Positive,1.1345233499063598,0,3
EMP-10108,6,6.425478091296149,6.136507136610122,Neutral,1.02324976311992,1,2
EMP-10109,3,9.35008789861407,6.606258906138363,Positive,1.229156485496397,1,5
EMP-10110,1,10.0,5.310772104960679,Positive,1.0573551294899532,1,5
EMP-10111,3,5.864954256789531,3.9665274637396566,Neutral,1.0041325703953785,1,4
EMP-10112,5,7.224459050435111,6.906345696692688,Positive,0.7968854180827354,1,3
EMP-10113,3,8.005514701348487,8.242974065162244,Positive,0.9583762624581919,1,1
EMP-10114,1,10.0,7.253612800837674,Neutral,1.1468926734103457,1,1
EMP-10115,5,6.399334075788932,7.195854160048505,Positive,1.0840567120071696,1,2
EMP-10116,10,6.090623267107878,5.084822189480998,Positive,1.293610667280232,1,3
EMP-10117,7,6.080371279072873,7.376721218395195,Neutral,1.0036136440644345,1,4
EMP-10118,7,9.332135390087927,6.716285355608302,Positive,0.616094205772757,1,1
EMP-10119,9,6.438253082649098,7.7257921044705835,Neutral,1.0577277661602562,1,5
EMP-10120,10,6.224798695923573,6.197359852441604,Neutral,0.6326709882028203,1,1
EMP-10121,10,7.846450993042731,7.193535159958132,Positive,0.92817352080662,1,3
EMP-10122,3,7.96233196737597,5.033539100093224,Neutral,1.1339872138415161,1,5
EMP-10123,7,9.106530708169254,7.390732970753048,Positive,1.2525803135505065,1,4
EMP-10124,1,7.63788905551084,3.480720441391898,Positive,0.8447941933210958,0,1
EMP-10125,4,7.873398158940401,5.330672858174334,Positive,1.0598153490627726,0,5
EMP-10126,4,7.342094076631049,4.605310533011485,Positive,1.23634856503956,1,4
EMP-10127,5,5.5435396147103795,10.0,Positive,1.0144392453470341,1,3
EMP-10128,7,7.200592991454481,7.304267021696951,Positive,0.9076219079146918,1,4
EMP-10129,7,7.594250359379011,3.832380977345885,Positive,1.2770435393598274,0,4
EMP-10130,4,6.834264780463002,3.264539781427531,Positive,1.148784003013943,1,5
EMP-10131,7,5.153319020064048,2.508598794159741,Neutral,1.010005592756995,1,1
EMP-10132,3,5.797514298358321,3.720549861678305,Positive,0.7706806356773261,1,5
EMP-10133,6,7.440928053157277,4.302472251258983,Neutral,0.9465477273162447,1,2
EMP-10134,2,8.89912964385789,4.049293423465123,Positive,0.8904839849409568,1,5
EMP-10135,10,10.0,5.06572423226902,Neutral,0.7423190427092123,1,5
EMP-10136,9,7.224254129519817,7.669003123170636,Neutral,1.2023985669307962,1,1
EMP-10137,5,6.424688593931289,5.601738044962954,Neutral,1.085971192988202,0,3
EMP-10138,6,6.941235752199293,7.425802726170293,Neutral,0.8935164639775863,1,2
EMP-10139,4,5.930377145709432,3.869826231642501,Neutral,0.9122431660686083,0,1
EMP-10140,10,8.681618311967148,5.234906369725973,Positive,0.931252160084785,0,1
EMP-10141,7,10.0,4.124019056282895,Neutral,0.8502315653139162,1,4
EMP-10142,9,6.461197673467495,6.885442784413331,Positive,1.4270997526074445,1,2
EMP-10143,7,5.711937683757101,5.637691417869727,Neutral,0.8926056664564915,1,4
EMP-10144,1,9.009724994985426,9.546156011857354,Neutral,0.9516782390214708,1,4
EMP-10145,1,7.97707732226844,4.659146823260148,Positive,0.8968274579225138,0,1
EMP-10146,9,8.002393538843231,3.920793866546271,Neutral,0.7311430460714732,1,3
EMP-10147,9,9.882260892256431,6.593479526266959,Neutral,0.8151197138436692,1,1
EMP-10148,4,5.450270519046951,5.647575181799518,Positive,1.1589632196897588,1,5
EMP-10149,9,5.408375152111642,7.005023368875084,Neutral,0.9511071490996229,1,3
EMP-10150,3,7.257428525729093,5.876655799306261,Neutral,1.062186984401348,1,2
EMP-10151,7,7.595105266290739,5.71861866223118,Neutral,1.0685312539051692,0,3
EMP-10152,6,6.967577599889013,4.664061216467106,Negative,1.0689169823489117,1,2
EMP-10153,8,10.0,5.460820722116548,Neutral,0.8959349394335934,1,4
EMP-10154,9,7.03463691272111,2.9406619475612286,Positive,1.2534209521172486,1,1
EMP-10155,5,6.673912076591678,8.395337499754893,Neutral,1.1381787098147893,1,1
EMP-10156,1,7.686515377321696,8.539356482020256,Neutral,1.0714231011734923,1,5
EMP-10157,3,8.956330368020028,7.875012073291395,Positive,1.0376646609643674,1,1
EMP-10158,10,6.411858385224907,5.084315490116267,Neutral,0.793381559351322,1,3
EMP-10159,8,7.279520024752529,4.74347305383446,Neutral,1.1244160972575485,1,5
EMP-10160,6,8.998926960351762,6.9981908158486865,Positive,0.9802055132682572,1,1
EMP-10161,8,9.082209649641934,4.0967313593702945,Negative,0.8784664274895684,0,5
EMP-10162,9,7.826442150184276,8.273315752268521,Neutral,0.8468325439284439,0,1
EMP-10163,4,10.0,1.2378001686856006,Positive,1.14737428028169,1,1
EMP-10164,1,10.0,5.0961266134701475,Positive,0.7905221023050405,0,4
EMP-10165,1,5.390825728410392,3.8708146591148735,Neutral,0.9400954758879527,1,1
EMP-10166,10,4.962058170468637,8.493823856486353,Positive,1.0240005315289136,0,1
EMP-10167,4,8.693571671798038,8.14694927043786,Neutral,0.9778080849199919,1,3
EMP-10168,7,9.54804846696174,7.12874668726041,Neutral,1.0624735144942863,0,2
EMP-10169,2,7.162861522712391,9.83125261034929,Neutral,1.176197261999431,1,3
EMP-10170,3,6.746706312414257,6.020023967637015,Neutral,1.092801196139606,1,5
EMP-10171,1,6.26956410914146,7.262515839814435,Neutral,1.009699808439568,1,5
EMP-10172,5,5.747982114234443,2.804824061267416,Positive,0.9330504344250559,0,1
EMP-10173,1,9.204514193867773,5.35973607577754,Positive,0.7849765064904554,1,1
EMP-10174,8,6.928057558793136,6.220088117814647,Positive,0.990373403799547,1,4
EMP-10175,1,7.952701135516469,4.166575008494878,Neutral,0.9437925930422612,1,1
EMP-10176,1,4.761291387160517,6.5110448735910005,Positive,1.0792243281330582,1,3
EMP-10177,2,9.003406553513415,2.0625218589910483,Positive,0.9795928668335989,0,3
EMP-10178,2,8.381667341834472,7.000263301644699,Negative,1.1559400305644951,0,3
EMP-10179,6,5.4829661996250705,5.1307449559708,Neutral,0.9339667037749432,0,3
EMP-10180,7,7.8885432322255715,4.4253018264389885,Negative,0.9160707495945716,0,2
EMP-10181,5,7.507115039291382,7.486730461011866,Neutral,1.0634341735743673,0,3
EMP-10182,1,6.8247676202359076,8.92767633745747,Negative,1.0161266115927745,1,3
EMP-10183,1,3.145609017147682,7.78362486338938,Positive,1.056977193817848,0,5
EMP-10184,3,6.50950610737294,4.377125834469258,Neutral,0.9802287942998578,0,5
EMP-10185,2,7.953646718664182,7.336309259944631,Neutral,1.0039093623153728,1,5
EMP-10186,5,6.677152574164312,5.488096414826666,Positive,0.9555354080608657,1,1
EMP-10187,10,7.167457444861561,8.258864635626212,Positive,1.0199333978745189,1,5
EMP-10188,6,9.745135178985711,6.442232912026788,Positive,1.1854344633367015,1,1
EMP-10189,7,7.383737983280571,3.05084588912903,Neutral,0.9236254960182129,0,5
EMP-10190,4,4.354800778758041,5.515886322578253,Positive,0.9090877561374879,0,3
EMP-10191,7,7.222724459024205,4.349439500769783,Negative,1.0479361527429583,1,5
EMP-10192,8,7.649091134342145,4.445557900906499,Neutral,0.9722039642615022,0,4
EMP-10193,1,6.261968014557141,5.350134531296112,Positive,1.2118884313564395,1,1
EMP-10194,6,8.602122893611512,6.548425636435312,Positive,1.104955457589791,1,3
EMP-10195,8,5.306656541218429,7.81609692101237,Neutral,1.1282975185656334,0,3
EMP-10196,5,7.293388351413633,4.949151921441777,Positive,1.1417947811607414,1,3
EMP-10197,4,5.2893616479849035,8.42535162584214,Positive,0.9015373103954281,1,5
EMP-10198,2,7.056468423813697,2.5951929203800934,Positive,1.016891704832992,1,1
EMP-10199,6,8.562194790742922,4.324207282335738,Neutral,1.1015997546182803,1,3
EMP-10200,6,7.257480109178257,10.0,Positive,1.0006864229848138,1,3
EMP-10201,1,7.169919738942458,3.7147743696026616,Neutral,0.8654578935966704,1,5
EMP-10202,9,7.541655117802973,8.502554049922853,Neutral,1.139260724974073,1,3
EMP-10203,6,7.616651203458795,5.948040793235961,Neutral,0.9738178933265719,1,3
EMP-10204,3,8.540627881060153,5.85828167313912,Positive,1.0453304574585351,1,2
EMP-10205,4,8.549723584657524,7.870523129950863,Positive,1.087341117387177,1,5
EMP-10206,4,9.632543824927273,7.590331555073116,Neutral,1.2269006048041484,1,2
EMP-10207,3,7.751425478294067,8.667502630874122,Positive,1.030629273455453,1,2
EMP-10208,10,5.0089132573349735,5.505889341209712,Neutral,0.6975851044413952,1,5
EMP-10209,3,8.786922899436515,6.285981914368216,Negative,1.0273305269734274,1,3
EMP-10210,3,9.524736688806886,5.4996132306520735,Positive,1.042204114427701,0,3
EMP-10211,4,10.0,3.776226807052248,Neutral,0.7497668008529864,1,1
EMP-10212,7,9.677558821165235,6.341257490821095,Neutral,1.2208745291094383,0,1
EMP-10213,4,6.764552384609128,5.670225764664488,Positive,0.6028439038671485,1,5
EMP-10214,9,7.780776041232876,2.257230600566669,Positive,1.0869272932584346,1,4
EMP-10215,1,7.094059880189613,8.21878708717568,Neutral,0.7703548997856804,1,2
EMP-10216,8,6.890209612345259,6.296206438853818,Neutral,1.1603118555459464,1,5
EMP-10217,7,7.329771913745055,4.599542326912077,Negative,1.084675068095698,0,3
EMP-10218,2,9.428614653199597,6.664850581965132,Negative,1.2212242262840451,1,2
EMP-10219,8,5.116243073233004,4.951779808746055,Neutral,1.0777417720797815,0,1
EMP-10220,1,5.996181551415717,6.40298903568938,Positive,1.053125284971718,0,2
EMP-10221,9,9.329239533849943,8.774410536825613,Negative,0.9508493426186985,0,1
EMP-10222,9,9.680502261110927,6.79750077983571,Positive,0.7397202559006077,1,5
EMP-10223,2,6.510756437523574,5.025868577681811,Positive,1.3270617358721304,1,1
EMP-10224,7,9.976122516457826,3.938104244282755,Positive,0.9273900293611015,1,5
EMP-10225,10,8.963823124961628,4.571323037056255,Negative,1.050636525092904,0,5
EMP-10226,3,7.098358295931612,7.624078047595648,Positive,0.876508066753737,1,3
EMP-10227,7,3.8471016420131017,5.886859722653655,Positive,0.8390530041732274,0,4
EMP-10228,10,4.9979772844984405,7.119505751204033,Neutral,1.0089297224188498,1,4
EMP-10229,9,6.512734968585535,5.440695785584985,Neutral,1.0624222665717002,1,4
EMP-10230,4,8.639905472939741,4.133223768736118,Neutral,1.263613124613781,1,5
EMP-10231,1,8.644650036821872,7.197996802250325,Positive,1.1509036750995734,1,5
EMP-10232,2,6.800326212139696,4.382205457578317,Neutral,1.0421754402937573,1,3
EMP-10233,1,7.153088601956136,5.184136374910932,Positive,0.9909943832757793,1,3
EMP-10234,5,7.451277975087172,3.552169590322574,Positive,1.0517016035628421,1,1
EMP-10235,5,7.171892980573771,4.129599268152362,Neutral,0.9607940516858036,1,1
EMP-10236,7,7.74545064550319,7.791445464347244,Positive,1.0388532427447983,0,5
EMP-10237,9,7.454938264877757,8.095727604692811,Negative,0.8806299128830929,0,4
EMP-10238,9,4.988659276362046,8.182951497623558,Positive,0.9169025839011443,1,2
EMP-10239,3,7.188657650671096,8.189851643931242,Positive,0.9922842185018254,1,3
EMP-10240,3,7.4661032504326466,5.29193646352669,Positive,1.0485349118653444,1,2
EMP-10241,3,8.984699018891266,7.330785940111653,Negative,0.9822128094757023,1,2
EMP-10242,4,6.253040802539573,8.105775012157348,Positive,1.0289665129841905,1,5
EMP-10243,8,7.805858027017356,4.254821970152934,Neutral,0.8631467374851265,0,1
EMP-10244,6,8.344259994482407,6.387544592564705,Neutral,0.8198434503545666,1,4
EMP-10245,8,7.277479231788268,5.744820989200581,Neutral,0.9925073002660968,0,2
EMP-10246,1,4.867803171943132,2.25729994148947,Negative,0.7470095552643133,1,3
EMP-10247,8,9.015103530890418,6.651294647579896,Neutral,1.1289961999050384,0,3
EMP-10248,4,8.620711848039905,4.5708570823151815,Neutral,0.7937942671154445,1,3
EMP-10249,1,7.8431600700370225,8.102448760497923,Neutral,0.9414054306538051,1,2
EMP-10250,8,7.560495601333716,4.475295256655968,Positive,1.0754631724327737,0,1
EMP-10251,4,4.827862650672554,6.658222899346461,Neutral,1.1373876401327216,1,4
EMP-10252,6,8.661984953835113,6.224359559551108,Neutral,1.096308177111045,1,2
EMP-10253,8,9.729594064992565,2.5540320207024534,Neutral,1.0727750759646193,0,1
EMP-10254,4,5.829381719367188,5.359316723686082,Positive,1.3858663010903318,1,4
EMP-10255,3,9.517527984407371,6.714556823480596,Positive,0.8419975185018747,1,4
EMP-10256,9,9.197186694518034,8.047014883610743,Positive,1.0470397033696042,0,4
EMP-10257,3,5.785207014974942,6.037074780103955,Positive,1.0949407736696135,1,4
EMP-10258,9,6.908784600970656,7.812178484357013,Negative,1.053494682220117,1,4
EMP-10259,2,5.406843535335495,7.07473305773301,Positive,0.9303458601272294,1,1
EMP-10260,2,7.402292496406668,7.141625429932272,Neutral,1.0817443567824487,0,4
EMP-10261,2,8.172476343645236,7.231057323980696,Neutral,1.0712536015362548,1,2
EMP-10262,6,5.519297803469593,5.450854405617092,Positive,1.1866498842966844,1,1
EMP-10263,3,8.078704162687048,4.021710536386024,Neutral,1.0709976465626265,0,4
EMP-10264,9,8.458688645217741,9.13950936545561,Positive,0.7149859108350223,1,1
EMP-10265,4,8.4802179843281,7.536656241707277,Positive,1.1183787910922376,1,1
EMP-10266,1,8.181753858128442,5.863046246975019,Neutral,0.9397898287690725,1,3
EMP-10267,4,5.657263985428639,7.2343193463008415,Negative,0.9714603328473814,1,1
EMP-10268,1,7.317788972174933,6.794777519562923,Neutral,0.8284982995421928,1,3
EMP-10269,5,8.02852816547108,4.2917314064351775,Negative,1.020457809217332,1,5
EMP-10270,4,9.691538433508647,5.3243522392894205,Neutral,1.2961058684847604,1,3
EMP-10271,8,7.503698744231279,8.6528811304338,Positive,1.1600456169394242,0,5
EMP-10272,8,8.138311941413672,5.98940254115948,Positive,0.8222792743367551,1,5
EMP-10273,7,6.101959779532198,6.750462526621886,Positive,0.9700488670863124,0,5
EMP-10274,3,5.767658945751192,8.519235978337786,Positive,1.1513021931835432,1,3
EMP-10275,1,5.575392015404418,5.983367673959221,Neutral,0.9731125560303446,1,1
EMP-10276,1,6.869597588833717,4.137306026330652,Positive,0.6929255575405049,0,4
EMP-10277,3,10.0,6.226621156606454,Neutral,0.918087325754986,1,5
EMP-10278,6,6.896885610840225,4.883307983418906,Neutral,1.2070726615066096,1,4
EMP-10279,7,8.046939530913075,3.2168475364054703,Neutral,1.2260647483469922,0,1
EMP-10280,6,8.335646937856493,7.606094167349137,Positive,0.9735014745984105,0,5
EMP-10281,6,5.862706336445761,5.487357199001218,Negative,0.9588323686986904,1,5
EMP-10282,6,6.847339724081792,1.0,Neutral,0.6558409343069702,1,5
EMP-10283,3,8.436622708398787,6.507042960705228,Positive,0.9855937038961408,0,5
EMP-10284,6,8.142491121254135,6.5316610492636595,Positive,0.9143577549524476,1,3
EMP-10285,8,4.509008059981138,9.901571407092066,Neutral,0.7159633994377967,0,3
EMP-10286,2,8.391615530935878,5.991669168348754,Neutral,0.8569965514068261,0,2
EMP-10287,5,6.673514413734323,8.135221440204155,Positive,0.8034082274241788,0,4
EMP-10288,1,6.712774205560702,7.2931221992560475,Negative,1.008697983409627,1,4
EMP-10289,1,8.107298539445415,4.821155554444486,Positive,1.232629235397454,0,2
EMP-10290,5,9.784403886725691,6.696586345359076,Neutral,0.977118987151046,1,3
EMP-10291,3,7.199348059958458,5.671162371538964,Positive,1.0392123066118886,0,2
EMP-10292,4,9.268575323308898,4.624509872783285,Positive,1.369391240080897,1,5
EMP-10293,3,5.33861584817723,4.966864834622528,Positive,0.7142631592204984,1,3
EMP-10294,1,7.696115018868196,4.695410409349795,Neutral,1.0287661565232895,1,5
EMP-10295,1,6.68841689110788,5.980623483613243,Negative,1.1716546862370998,1,2
EMP-10296,5,7.923010480134091,5.990546850035677,Positive,1.0469064408364352,1,4
EMP-10297,6,7.055538895822347,4.900409179565543,Neutral,0.7560064696355525,1,1
EMP-10298,3,5.488407871554293,5.583628319385731,Positive,1.2893018205958977,1,1
EMP-10299,9,6.168885955798286,2.248069007868305,Positive,1.1258508461478405,1,5
EMP-10300,5,5.035198380215121,3.983096553141512,Neutral,1.0402926635372893,1,1
EMP-10301,8,5.5396481565769236,5.4151121439660015,Positive,0.7927226721843852,0,5
EMP-10302,1,8.220486562312571,9.34335321327877,Neutral,1.343675342084936,1,2
EMP-10303,5,7.123444305214166,7.266473177583903,Positive,1.088013545082124,1,3
EMP-10304,3,7.846296615192132,4.0453804366999915,Positive,1.0668823452528957,1,4
EMP-10305,1,10.0,9.229654419904767,Positive,1.087837011548958,1,5
EMP-10306,4,7.056042310181609,5.996786330761596,Positive,1.1437081510710483,0,3
EMP-10307,5,8.451425899773357,3.7307366634264865,Positive,1.0171229837189188,0,3
EMP-10308,7,7.542203268301883,5.842170915056662,Positive,0.9823042928700054,1,5
EMP-10309,1,10.0,7.970175816165601,Neutral,0.6636693609434442,0,4
EMP-10310,3,2.973529660878919,3.732561671552146,Positive,0.8822379166217935,0,4
EMP-10311,2,6.4235065860418175,3.9277261612480143,Negative,1.2970905981606555,1,3
EMP-10312,9,8.48103596134722,9.612637187675126,Neutral,0.8754258912264876,0,1
EMP-10313,10,6.37064190685809,6.592854711983065,Neutral,0.9554606643630692,1,3
EMP-10314,6,8.349107335964971,5.05668173027374,Neutral,0.8270709602897657,1,2
EMP-10315,10,7.409881210654967,5.78757363284375,Positive,1.076452351427185,1,5
EMP-10316,3,8.797423257017456,6.571046316639285,Positive,0.9615995488802396,1,3
EMP-10317,8,5.801815754358511,5.613093135314432,Positive,0.9562960562863785,0,4
EMP-10318,8,7.759263465924532,8.699660039825222,Negative,0.8798979948021968,1,2
EMP-10319,2,8.199027345020076,6.19786046255422,Positive,1.0625949497698701,1,3
EMP-10320,6,7.697683737317004,7.327416987068554,Neutral,1.2207777144768406,0,5
EMP-10321,7,7.724118727381333,6.166631168222293,Negative,0.7461289948082017,1,5
EMP-10322,2,9.30364635866934,5.925304562018279,Positive,0.9544755677571051,0,5
EMP-10323,10,4.980141380242657,7.78591187434788,Neutral,0.975671415589986,1,4
EMP-10324,2,7.687450786187528,7.827842268608592,Neutral,0.885447024955025,1,5
EMP-10325,10,5.686277800681081,2.732857484742369,Neutral,1.1735041453204613,1,2
EMP-10326,1,8.636416405389465,5.961442881542662,Positive,1.1753889459866986,1,1
EMP-10327,8,6.243099626445426,10.0,Positive,1.0344328087700572,1,2
